imageName,lat,lng,dataTime,remark,上傳者,標註者,驗證者,標籤,createdAt,updatedAt,原本有無設置人行空間,保護性,原始總寬度－是否夠寬讓輪椅通行,佔用情形(多選)-導致兩人交會需停讓或淨寬<1.5米,行人被迫實際行走路徑中會碰到的最大動態風險,承受上題風險的頻率,使用目的,思源地圖類別-無須填寫,思源地圖名稱-無須填寫,imageUrl,_id,rank_a1,rank_b1,rank_c1
00030.jpg,24.73800287,121.0873334,2022-10-25 10:12:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:13:49,2022-10-25 10:13:49,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,,有汽車行駛,總是如此(100%~95%),親子活動|通學|採購食物|採購日用|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6357465d4f042edd6095145a.jpg,6357465d4f042edd6095145a,4,0,0
00031.jpg,24.73851747,121.0868461,2022-10-25 10:14:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:14:36,2022-10-25 10:14:36,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,,有汽車行駛,總是如此(100%~95%),親子活動|就醫、照護|通學|採購食物|採購日用|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6357468c4f042ed83995145b.jpg,6357468c4f042ed83995145b,4,0,0
00032.jpg,24.73910355,121.0865271,2022-10-25 10:15:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:16:23,2022-10-25 10:16:23,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,,無車輛行駛,總是如此(100%~95%),親子活動|採購食物|採購日用|休閒|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635746f74f042e6b9595145c.jpg,635746f74f042e6b9595145c,10,10,10
00033.jpg,24.73974705,121.0858839,2022-10-25 10:18:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:18:38,2022-10-25 10:18:38,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,,無車輛行駛,總是如此(100%~95%),親子活動|通學|採購食物|休閒|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6357477e4f042e405895145d.jpg,6357477e4f042e405895145d,10,10,10
00034.jpg,24.73994827,121.0856449,2022-10-25 10:19:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:19:40,2022-10-25 10:19:40,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,,無車輛行駛,總是如此(100%~95%),親子活動|通學|休閒|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635747bc4f042eaa3795145e.jpg,635747bc4f042eaa3795145e,10,10,10
00035.jpg,24.74032822,121.0855584,2022-10-25 10:20:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:20:53,2022-10-25 10:20:53,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),採購食物|通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635748054f042e45d495145f.jpg,635748054f042e45d495145f,5,-3,1.6
00036.jpg,24.74052037,121.0854415,2022-10-25 10:21:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:22:05,2022-10-25 10:22:05,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有機車行駛,總是如此(100%~95%),通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6357484d4f042e380e951460.jpg,6357484d4f042e380e951460,5,-3,2
00037.jpg,24.74085943,121.0853192,2022-10-25 10:22:00,,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,,,2022-10-25 10:23:08,2022-12-27 8:47:46,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),休閒|親子活動|通學|就醫、照護,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6357488c4f042e02cb951461.jpg,6357488c4f042e02cb951461,5.2,-2,1.6
00038.jpg,24.7413043,121.0851567,2022-10-25 10:24:00,"私立學校在上下學時段作為家長車輛接送學生通行車道。
行人必須走馬路的車道",6220a7e810be1548e5c8d09a_中梅 韓,63ab84af4ee1ac35386327d1_安全 熊,,,2022-10-25 10:26:05,2022-12-29 22:25:40,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有汽車行駛,有時如此(49~30%),親子活動|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6357493d4f042ed2d8951462.jpg,6357493d4f042ed2d8951462,2.8,-6,0
00039.jpg,24.74146748,121.0852076,2022-10-25 10:27:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:27:43,2022-10-25 10:27:43,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),親子活動|採購日用|通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6357499f4f042e392d951463.jpg,6357499f4f042e392d951463,8.6,3,5
00040.jpg,24.74122674,121.0855623,2022-10-25 10:28:00,,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,,符合規定|嚴重風險,2022-10-25 10:28:55,2022-12-27 8:48:43,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),親子活動|休閒|其他|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635749e74f042eb2f2951464.jpg,635749e74f042eb2f2951464,2.6,-7,0
00041.jpg,24.7408852,121.0860646,2022-10-25 10:29:00,,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,,,2022-10-25 10:30:27,2022-12-27 8:47:59,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),親子活動|通學|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574a434f042e71d9951465.jpg,63574a434f042e71d9951465,8.6,3,5
00042.jpg,24.74058371,121.0861933,2022-10-25 10:31:00,,6220a7e810be1548e5c8d09a_中梅 韓,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-10-25 10:31:44,2022-11-02 9:19:52,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,無車輛行駛,總是如此(100%~95%),採購食物|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574a904f042e7fd1951466.jpg,63574a904f042e7fd1951466,8.8,4,4
00043.jpg,24.74001429,121.0865653,2022-10-25 10:32:00,,6220a7e810be1548e5c8d09a_中梅 韓,63b29f74181b962669dffd90_Amber Chen,,,2022-10-25 10:33:21,2023-01-03 18:35:05,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574af14f042e2611951467.jpg,63574af14f042e2611951467,2.6,-7,0
00044.jpg,24.7396543,121.0869731,2022-10-25 10:34:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:34:30,2022-10-25 10:34:30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),採購食物|通學|就醫、照護,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574b364f042e7565951468.jpg,63574b364f042e7565951468,8.6,3,5
00045.jpg,24.73896731,121.0874124,2022-10-25 10:36:00,,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,,,2022-10-25 10:36:42,2022-12-27 8:50:23,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有機車行駛,總是如此(100%~95%),其他|通學|就醫、照護,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574bba4f042e0bb9951469.jpg,63574bba4f042e0bb9951469,5,-3,2
00046.jpg,24.73876726,121.0876126,2022-10-25 10:37:00,,6220a7e810be1548e5c8d09a_中梅 韓,60e34449b652fe824b444847_哲瑋 劉,63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-10-25 10:37:51,2022-12-27 8:48:11,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),採購食物|親子活動|就醫、照護|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574bff4f042e41c295146a.jpg,63574bff4f042e41c295146a,8.6,3,5
00047.jpg,24.73834148,121.08796,2022-10-25 10:39:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:39:29,2022-10-25 10:39:29,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),通學|親子活動|休閒|其他|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574c614f042e107195146b.jpg,63574c614f042e107195146b,2.6,-7,0
00048.jpg,24.73822647,121.08807,2022-10-25 10:40:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:40:59,2022-10-25 10:40:59,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574cbb4f042ee59495146c.jpg,63574cbb4f042ee59495146c,8.6,3,5
00049.jpg,24.73740127,121.0886602,2022-10-25 10:42:00,,6220a7e810be1548e5c8d09a_中梅 韓,63a5adfd4ee1ac5ee3632750_凱翊 王,,不符規定,2022-10-25 10:42:54,2022-12-23 21:36:53,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|採購日用|休閒|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574d2e4f042efbdf95146d.jpg,63574d2e4f042efbdf95146d,2.6,-7,0
00050.jpg,24.73689064,121.0892102,2022-10-25 10:44:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:45:22,2022-10-25 10:45:22,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有自行車行駛,通常如此(94~80%),休閒|其他|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574dc24f042ea5ca95146e.jpg,63574dc24f042ea5ca95146e,7.4,1,4
00051.jpg,24.7363955,121.0893399,2022-10-25 10:46:00,,6220a7e810be1548e5c8d09a_中梅 韓,63aaba694ee1ac5fdf6327b9_SWL,,不符規定,2022-10-25 10:46:58,2022-12-27 17:40:51,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|休閒|其他|採購食物|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574e224f042e0c2795146f.jpg,63574e224f042e0c2795146f,2.6,-7,0
00052.jpg,24.73586296,121.089207,2022-10-25 10:47:00,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022-10-25 10:48:16,2022-10-25 10:48:16,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),親子活動|休閒|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574e704f042e6ced951470.jpg,63574e704f042e6ced951470,5,-3,1.6
00053.jpg,24.7356537,121.0893638,2022-10-25 10:49:00,,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,63aafbf84ee1ac0e056327cd_Richard Chen,,2022-10-25 10:49:49,2023-01-02 19:21:49,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|通學|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574ecd4f042e843b951471.jpg,63574ecd4f042e843b951471,2.6,-7,0
